년,월,국적지역,구분,유학생수
2022,06,탄자니아,한국어연수D41,19
2022,06,탄자니아,유학D2,136
2022,06,토고,한국어연수D41,1
2022,06,토고,유학D2,6
2022,06,투르크메니스탄,한국어연수D41,21
2022,06,투르크메니스탄,유학D2,37
2022,06,튀니지,한국어연수D41,10
2022,06,튀니지,유학D2,42
2022,06,튀르키예,한국어연수D41,146
2022,06,튀르키예,유학D2,361
2022,06,트리니다드토바고,한국어연수D41,4
2022,06,트리니다드토바고,유학D2,9
2022,06,티모르민주공화국,한국어연수D41,5
2022,06,티모르민주공화국,유학D2,18
2022,06,파나마,한국어연수D41,10
2022,06,파나마,유학D2,13
2022,06,파라과이,한국어연수D41,8
2022,06,파라과이,유학D2,26
2022,06,파키스탄,한국어연수D41,33
2022,06,파키스탄,유학D2,1415
2022,06,파푸아뉴기니,유학D2,3
2022,06,팔레스타인,한국어연수D41,4
2022,06,팔레스타인,유학D2,5
2022,06,페루,한국어연수D41,38
2022,06,페루,유학D2,75
2022,06,포르투갈,한국어연수D41,6
2022,06,포르투갈,유학D2,47
2022,06,폴란드,한국어연수D41,35
2022,06,폴란드,유학D2,133
2022,06,프랑스,한국어연수D41,304
2022,06,프랑스,유학D2,1750
2022,06,피지,한국어연수D41,3
2022,06,피지,유학D2,5
2022,06,핀란드,한국어연수D41,11
2022,06,핀란드,유학D2,177
2022,06,필리핀,한국어연수D41,106
2022,06,필리핀,유학D2,445
2022,06,한국계중국인,한국어연수D41,3
2022,06,한국계중국인,유학D2,660
2022,06,헝가리,한국어연수D41,11
2022,06,헝가리,유학D2,48
2022,06,홍콩,한국어연수D41,276
2022,06,홍콩,유학D2,619
2022,07,가나,한국어연수D41,15
2022,07,가나,유학D2,240
2022,07,가봉,한국어연수D41,10
2022,07,가봉,유학D2,29
2022,07,가이아나,유학D2,2
2022,07,감비아,유학D2,8
2022,07,과테말라,한국어연수D41,6
2022,07,과테말라,유학D2,16
2022,07,그리스,한국어연수D41,3
2022,07,그리스,유학D2,9
2022,07,기니,한국어연수D41,6
2022,07,기니,유학D2,12
2022,07,나우루,유학D2,1
2022,07,나이지리아,한국어연수D41,25
2022,07,나이지리아,유학D2,302
2022,07,남수단공화국,유학D2,12
2022,07,남아프리카공화국,한국어연수D41,6
2022,07,남아프리카공화국,유학D2,20
2022,07,네덜란드,한국어연수D41,33
2022,07,네덜란드,유학D2,255
2022,07,네팔,외국어연수D47,1
2022,07,네팔,한국어연수D41,182
2022,07,네팔,유학D2,2513
2022,07,노르웨이,한국어연수D41,23
2022,07,노르웨이,유학D2,97
2022,07,뉴질랜드,한국어연수D41,2
2022,07,뉴질랜드,유학D2,9
2022,07,니제르,유학D2,1
2022,07,니카라과,한국어연수D41,3
2022,07,니카라과,유학D2,4
2022,07,덴마크,한국어연수D41,9
2022,07,덴마크,유학D2,57
2022,07,도미니카공화국,외국어연수D47,2
2022,07,도미니카공화국,한국어연수D41,9
2022,07,도미니카공화국,유학D2,21
2022,07,독일,한국어연수D41,105
2022,07,독일,유학D2,833
2022,07,라오스,한국어연수D41,29
2022,07,라오스,유학D2,99
2022,07,라이베리아,한국어연수D41,5
2022,07,라이베리아,유학D2,35
2022,07,라트비아,한국어연수D41,5
2022,07,라트비아,유학D2,12
2022,07,러시아(연방),한국어연수D41,655
2022,07,러시아(연방),유학D2,706
2022,07,레바논,한국어연수D41,2
2022,07,레바논,유학D2,4
2022,07,레소토,유학D2,3
2022,07,루마니아,한국어연수D41,14
2022,07,루마니아,유학D2,47
2022,07,룩셈부르크,한국어연수D41,1
2022,07,룩셈부르크,유학D2,6
2022,07,르완다,한국어연수D41,11
2022,07,르완다,유학D2,128
2022,07,리비아,한국어연수D41,5
2022,07,리비아,유학D2,11
2022,07,리투아니아,한국어연수D41,3
2022,07,리투아니아,유학D2,36
2022,07,마다가스카르,한국어연수D41,2
2022,07,마다가스카르,유학D2,11
2022,07,마카오,한국어연수D41,10
2022,07,마카오,유학D2,21
2022,07,말라위,유학D2,18
2022,07,말레이시아,한국어연수D41,196
2022,07,말레이시아,유학D2,829
2022,07,말리,한국어연수D41,8
2022,07,말리,유학D2,21
2022,07,멕시코,한국어연수D41,74
2022,07,멕시코,유학D2,202
2022,07,모로코,한국어연수D41,99
2022,07,모로코,유학D2,115
2022,07,모리셔스,한국어연수D41,2
2022,07,모리셔스,유학D2,4
2022,07,모잠비크,한국어연수D41,5
2022,07,모잠비크,유학D2,10
2022,07,몬테네그로,한국어연수D41,1
2022,07,몬테네그로,유학D2,2
2022,07,몰도바,한국어연수D41,1
2022,07,몰도바,유학D2,12
2022,07,몰타,유학D2,1
2022,07,몽골,한국어연수D41,3517
2022,07,몽골,유학D2,5971
2022,07,무국적,유학D2,1
2022,07,미국,외국어연수D47,2
2022,07,미국,한국어연수D41,294
2022,07,미국,유학D2,1248
2022,07,미등록국가,유학D2,7
2022,07,미얀마,한국어연수D41,1137
2022,07,미얀마,유학D2,941
2022,07,바누아투,유학D2,2
2022,07,바레인,한국어연수D41,3
2022,07,바레인,유학D2,3
2022,07,바베이도스,한국어연수D41,2
2022,07,바베이도스,유학D2,2
2022,07,바하마,유학D2,4
2022,07,방글라데시,외국어연수D47,18
2022,07,방글라데시,한국어연수D41,44
2022,07,방글라데시,유학D2,1373
2022,07,베냉,한국어연수D41,1
2022,07,베냉,유학D2,7
2022,07,베네수엘라,한국어연수D41,3
2022,07,베네수엘라,유학D2,17
2022,07,베트남,외국어연수D47,3
2022,07,베트남,한국어연수D41,36184
2022,07,베트남,유학D2,31955
2022,07,벨기에,한국어연수D41,17
2022,07,벨기에,유학D2,80
2022,07,벨로루시,한국어연수D41,31
2022,07,벨로루시,유학D2,43
2022,07,벨리즈,한국어연수D41,1
2022,07,벨리즈,유학D2,4
2022,07,보스니아-헤르체고비나,유학D2,6
2022,07,보츠와나,한국어연수D41,4
2022,07,보츠와나,유학D2,8
2022,07,볼리비아,한국어연수D41,7
2022,07,볼리비아,유학D2,20
2022,07,부룬디,한국어연수D41,1
2022,07,부룬디,유학D2,68
2022,07,부르키나파소,한국어연수D41,3
2022,07,부르키나파소,유학D2,7
2022,07,부탄,한국어연수D41,4
2022,07,부탄,유학D2,18
2022,07,북마케도니아,유학D2,2
2022,07,불가리아,한국어연수D41,10
2022,07,불가리아,유학D2,37
2022,07,브라질,한국어연수D41,97
2022,07,브라질,유학D2,169
2022,07,브루나이,한국어연수D41,6
2022,07,브루나이,유학D2,33
2022,07,사우디아라비아,한국어연수D41,14
2022,07,사우디아라비아,유학D2,57
2022,07,세네갈,한국어연수D41,6
2022,07,세네갈,유학D2,14
2022,07,세르비아,한국어연수D41,5
2022,07,세르비아,유학D2,13
2022,07,세인트크리스토퍼네비스,유학D2,1
2022,07,소말리아,한국어연수D41,2
2022,07,소말리아,유학D2,9
2022,07,수단,한국어연수D41,6
2022,07,수단,유학D2,35
2022,07,수리남,유학D2,1
2022,07,스리랑카,한국어연수D41,117
2022,07,스리랑카,유학D2,259
2022,07,스웨덴,한국어연수D41,52
2022,07,스웨덴,유학D2,115
2022,07,스위스,한국어연수D41,33
2022,07,스위스,유학D2,94
2022,07,스페인,한국어연수D41,75
2022,07,스페인,유학D2,288
2022,07,슬로바크,한국어연수D41,4
2022,07,슬로바크,유학D2,26
2022,07,슬로베니아,한국어연수D41,4
2022,07,슬로베니아,유학D2,12
2022,07,시리아,한국어연수D41,1
2022,07,시리아,유학D2,12
2022,07,시에라리온,유학D2,7
2022,07,싱가포르,한국어연수D41,54
2022,07,싱가포르,유학D2,122
2022,07,아랍에미리트연합,한국어연수D41,1
2022,07,아랍에미리트연합,유학D2,54
2022,07,아르메니아,한국어연수D41,9
2022,07,아르메니아,유학D2,14
2022,07,아르헨티나,한국어연수D41,5
2022,07,아르헨티나,유학D2,20
2022,07,아이슬란드,한국어연수D41,1
2022,07,아이슬란드,유학D2,4
2022,07,아이티,한국어연수D41,2
2022,07,아이티,유학D2,2
2022,07,아일랜드,한국어연수D41,7
2022,07,아일랜드,유학D2,33
2022,07,아제르바이잔,한국어연수D41,22
2022,07,아제르바이잔,유학D2,94
2022,07,아프가니스탄,한국어연수D41,14
2022,07,아프가니스탄,유학D2,57
2022,07,안도라,유학D2,1
2022,07,알바니아,한국어연수D41,3
2022,07,알바니아,유학D2,6
2022,07,알제리,한국어연수D41,18
2022,07,알제리,유학D2,32
2022,07,앙골라,한국어연수D41,7
2022,07,앙골라,유학D2,13
2022,07,에리트레아,유학D2,1
2022,07,에스와티니,한국어연수D41,1
2022,07,에스와티니,유학D2,6
2022,07,에스토니아,한국어연수D41,2
2022,07,에스토니아,유학D2,13
2022,07,에콰도르,한국어연수D41,21
2022,07,에콰도르,유학D2,68
2022,07,에티오피아,한국어연수D41,16
2022,07,에티오피아,유학D2,266
2022,07,엘살바도르,한국어연수D41,10
2022,07,엘살바도르,유학D2,19
2022,07,영국,한국어연수D41,53
2022,07,영국,유학D2,199
2022,07,영국외지민,한국어연수D41,9
2022,07,영국외지민,유학D2,5
2022,07,예멘공화국,한국어연수D41,7
2022,07,예멘공화국,유학D2,22
2022,07,오만,한국어연수D41,2
2022,07,오만,유학D2,5
2022,07,오스트레일리아,한국어연수D41,33
2022,07,오스트레일리아,유학D2,45
2022,07,오스트리아,한국어연수D41,6
2022,07,오스트리아,유학D2,58
2022,07,온두라스,한국어연수D41,5
2022,07,온두라스,유학D2,7
2022,07,요르단,한국어연수D41,5
2022,07,요르단,유학D2,37
2022,07,우간다,한국어연수D41,27
2022,07,우간다,유학D2,136
2022,07,우루과이,한국어연수D41,5
2022,07,우루과이,유학D2,5
2022,07,우즈베키스탄,한국어연수D41,1743
2022,07,우즈베키스탄,유학D2,7736
2022,07,우크라이나,한국어연수D41,53
2022,07,우크라이나,유학D2,96
2022,07,이라크,한국어연수D41,6
2022,07,이라크,유학D2,32
2022,07,이란,한국어연수D41,84
2022,07,이란,유학D2,302
2022,07,이스라엘,한국어연수D41,21
2022,07,이스라엘,유학D2,15
2022,07,이집트,한국어연수D41,34
2022,07,이집트,유학D2,102
2022,07,이탈리아,한국어연수D41,106
2022,07,이탈리아,유학D2,198
2022,07,인도,한국어연수D41,197
2022,07,인도,유학D2,1430
2022,07,인도네시아,한국어연수D41,279
2022,07,인도네시아,유학D2,1751
2022,07,일본,한국어연수D41,2641
2022,07,일본,유학D2,2459
2022,07,자메이카,한국어연수D41,1
2022,07,자메이카,유학D2,6
2022,07,잠비아,한국어연수D41,5
2022,07,잠비아,유학D2,30
2022,07,적도기니,한국어연수D41,2
2022,07,적도기니,유학D2,3
2022,07,조지아,한국어연수D41,9
2022,07,조지아,유학D2,23
2022,07,중국,한국어연수D41,4413
2022,07,중국,유학D2,43695
2022,07,중앙아프리카공화국,한국어연수D41,5
2022,07,지부티,유학D2,1
2022,07,짐바브웨,한국어연수D41,2
2022,07,짐바브웨,유학D2,25
2022,07,차드,유학D2,5
2022,07,체코,한국어연수D41,12
2022,07,체코,유학D2,58
2022,07,칠레,한국어연수D41,71
2022,07,칠레,유학D2,41
2022,07,카메룬,한국어연수D41,15
2022,07,카메룬,유학D2,219
2022,07,카자흐스탄,외국어연수D47,1
2022,07,카자흐스탄,한국어연수D41,199
2022,07,카자흐스탄,유학D2,649
2022,07,카타르,유학D2,5
2022,07,캄보디아,한국어연수D41,84
2022,07,캄보디아,유학D2,357
2022,07,캐나다,한국어연수D41,40
2022,07,캐나다,유학D2,141
2022,07,케냐,한국어연수D41,22
2022,07,케냐,유학D2,134
2022,07,코소보,유학D2,1
2022,07,코스타리카,한국어연수D41,16
2022,07,코스타리카,유학D2,19
2022,07,코트디부아르,한국어연수D41,4
2022,07,코트디부아르,유학D2,22
2022,07,콜롬비아,한국어연수D41,51
2022,07,콜롬비아,유학D2,98
2022,07,콩고,유학D2,1
2022,07,콩고민주공화국,한국어연수D41,7
2022,07,콩고민주공화국,유학D2,59
2022,07,쿠바,한국어연수D41,1
2022,07,쿠바,유학D2,1
2022,07,쿠웨이트,한국어연수D41,1
2022,07,쿠웨이트,유학D2,1
2022,07,크로아티아,한국어연수D41,2
2022,07,크로아티아,유학D2,9
2022,07,키르기즈,한국어연수D41,134
2022,07,키르기즈,유학D2,318
2022,07,키프로스,한국어연수D41,1
2022,07,키프로스,유학D2,1
2022,07,태국,한국어연수D41,462
2022,07,태국,유학D2,510
2022,07,타이완,한국어연수D41,458
2022,07,타이완,유학D2,749
2022,07,타지키스탄,한국어연수D41,46
2022,07,타지키스탄,유학D2,113
2022,07,탄자니아,한국어연수D41,17
2022,07,탄자니아,유학D2,136
2022,07,토고,한국어연수D41,1
2022,07,토고,유학D2,6
2022,07,투르크메니스탄,한국어연수D41,21
2022,07,투르크메니스탄,유학D2,37
2022,07,튀니지,한국어연수D41,10
2022,07,튀니지,유학D2,40
2022,07,튀르키예,한국어연수D41,147
2022,07,튀르키예,유학D2,352
2022,07,트리니다드토바고,한국어연수D41,4
2022,07,트리니다드토바고,유학D2,9
2022,07,티모르민주공화국,한국어연수D41,5
2022,07,티모르민주공화국,유학D2,18
2022,07,파나마,한국어연수D41,10
2022,07,파나마,유학D2,14
2022,07,파라과이,한국어연수D41,8
2022,07,파라과이,유학D2,26
2022,07,파키스탄,한국어연수D41,33
2022,07,파키스탄,유학D2,1421
2022,07,파푸아뉴기니,유학D2,3
2022,07,팔레스타인,한국어연수D41,3
2022,07,팔레스타인,유학D2,5
2022,07,페루,한국어연수D41,37
2022,07,페루,유학D2,73
2022,07,포르투갈,한국어연수D41,6
2022,07,포르투갈,유학D2,41
2022,07,폴란드,한국어연수D41,36
2022,07,폴란드,유학D2,122
2022,07,프랑스,한국어연수D41,296
2022,07,프랑스,유학D2,1479
2022,07,피지,한국어연수D41,3
2022,07,피지,유학D2,5
2022,07,핀란드,한국어연수D41,12
2022,07,핀란드,유학D2,132
2022,07,필리핀,한국어연수D41,107
2022,07,필리핀,유학D2,435
2022,07,한국계중국인,한국어연수D41,3
2022,07,한국계중국인,유학D2,649
2022,07,헝가리,한국어연수D41,9
2022,07,헝가리,유학D2,37
2022,07,홍콩,한국어연수D41,262
2022,07,홍콩,유학D2,556
2022,08,가나,한국어연수D41,21
2022,08,가나,유학D2,286
2022,08,가봉,한국어연수D41,9
2022,08,가봉,유학D2,31
2022,08,가이아나,한국어연수D41,1
2022,08,가이아나,유학D2,2
2022,08,감비아,한국어연수D41,2
2022,08,감비아,유학D2,9
2022,08,과테말라,한국어연수D41,8
2022,08,과테말라,유학D2,22
2022,08,그리스,한국어연수D41,2
2022,08,그리스,유학D2,27
2022,08,기니,한국어연수D41,6
2022,08,기니,유학D2,12
2022,08,나우루,유학D2,1
2022,08,나이지리아,한국어연수D41,29
2022,08,나이지리아,유학D2,348
2022,08,남수단공화국,유학D2,12
2022,08,남아프리카공화국,한국어연수D41,6
2022,08,남아프리카공화국,유학D2,25
2022,08,네덜란드,한국어연수D41,37
2022,08,네덜란드,유학D2,627
2022,08,네팔,외국어연수D47,1
2022,08,네팔,한국어연수D41,182
2022,08,네팔,유학D2,2638
2022,08,노르웨이,한국어연수D41,34
2022,08,노르웨이,유학D2,148
2022,08,뉴질랜드,한국어연수D41,4
2022,08,뉴질랜드,유학D2,16
2022,08,니제르,유학D2,1
2022,08,니카라과,한국어연수D41,3
2022,08,니카라과,유학D2,5
2022,08,덴마크,한국어연수D41,8
2022,08,덴마크,유학D2,204
2022,08,도미니카공화국,외국어연수D47,2
2022,08,도미니카공화국,한국어연수D41,9
2022,08,도미니카공화국,유학D2,28
2022,08,독일,한국어연수D41,105
2022,08,독일,유학D2,1974
2022,08,라오스,한국어연수D41,32
2022,08,라오스,유학D2,139
2022,08,라이베리아,한국어연수D41,4
2022,08,라이베리아,유학D2,31
2022,08,라트비아,한국어연수D41,3
2022,08,라트비아,유학D2,37
2022,08,러시아(연방),한국어연수D41,720
2022,08,러시아(연방),유학D2,934
2022,08,레바논,한국어연수D41,3
2022,08,레바논,유학D2,5
2022,08,레소토,유학D2,3
2022,08,루마니아,한국어연수D41,15
2022,08,루마니아,유학D2,71
2022,08,룩셈부르크,한국어연수D41,1
2022,08,룩셈부르크,유학D2,15
2022,08,르완다,한국어연수D41,9
2022,08,르완다,유학D2,154
2022,08,리비아,한국어연수D41,3
2022,08,리비아,유학D2,13
2022,08,리투아니아,한국어연수D41,4
2022,08,리투아니아,유학D2,85
2022,08,마다가스카르,한국어연수D41,3
2022,08,마다가스카르,유학D2,16
2022,08,마카오,한국어연수D41,10
2022,08,마카오,유학D2,26
2022,08,말라위,한국어연수D41,1
2022,08,말라위,유학D2,30
2022,08,말레이시아,한국어연수D41,200
2022,08,말레이시아,유학D2,1088
2022,08,말리,한국어연수D41,8
2022,08,말리,유학D2,21
2022,08,멕시코,한국어연수D41,84
2022,08,멕시코,유학D2,456
2022,08,모로코,한국어연수D41,96
2022,08,모로코,유학D2,168
2022,08,모리셔스,한국어연수D41,1
2022,08,모리셔스,유학D2,8
2022,08,모잠비크,한국어연수D41,4
2022,08,모잠비크,유학D2,17
2022,08,몬테네그로,한국어연수D41,1
2022,08,몬테네그로,유학D2,2
2022,08,몰도바,한국어연수D41,3
2022,08,몰도바,유학D2,17
2022,08,몰디브,유학D2,1
2022,08,몰타,유학D2,1
2022,08,몽골,한국어연수D41,3577
2022,08,몽골,유학D2,6460
2022,08,미국,외국어연수D47,2
2022,08,미국,한국어연수D41,320
2022,08,미국,유학D2,2559
2022,08,미등록국가,유학D2,6
2022,08,미얀마,한국어연수D41,1324
2022,08,미얀마,유학D2,1052
2022,08,바누아투,유학D2,2
2022,08,바레인,한국어연수D41,3
2022,08,바레인,유학D2,5
2022,08,바베이도스,한국어연수D41,2
2022,08,바베이도스,유학D2,2
2022,08,바하마,유학D2,4
2022,08,방글라데시,외국어연수D47,16
2022,08,방글라데시,한국어연수D41,56
2022,08,방글라데시,유학D2,1542
2022,08,베냉,유학D2,9
2022,08,베네수엘라,한국어연수D41,5
2022,08,베네수엘라,유학D2,22
2022,08,베트남,외국어연수D47,3
2022,08,베트남,한국어연수D41,36109
2022,08,베트남,유학D2,32496
2022,08,벨기에,한국어연수D41,25
2022,08,벨기에,유학D2,216
2022,08,벨로루시,한국어연수D41,34
2022,08,벨로루시,유학D2,62
2022,08,벨리즈,한국어연수D41,1
2022,08,벨리즈,유학D2,3
2022,08,보스니아-헤르체고비나,한국어연수D41,1
2022,08,보스니아-헤르체고비나,유학D2,7
2022,08,보츠와나,한국어연수D41,3
2022,08,보츠와나,유학D2,7
2022,08,볼리비아,한국어연수D41,7
2022,08,볼리비아,유학D2,25
2022,08,부룬디,한국어연수D41,1
2022,08,부룬디,유학D2,83
2022,08,부르키나파소,한국어연수D41,4
2022,08,부르키나파소,유학D2,9
2022,08,부탄,한국어연수D41,3
2022,08,부탄,유학D2,19
2022,08,북마케도니아,한국어연수D41,1
2022,08,북마케도니아,유학D2,3
2022,08,불가리아,한국어연수D41,9
2022,08,불가리아,유학D2,50
2022,08,브라질,한국어연수D41,108
2022,08,브라질,유학D2,243
2022,08,브루나이,한국어연수D41,7
2022,08,브루나이,유학D2,110
2022,08,사우디아라비아,한국어연수D41,17
2022,08,사우디아라비아,유학D2,63
2022,08,세네갈,한국어연수D41,5
2022,08,세네갈,유학D2,20
2022,08,세르비아,한국어연수D41,7
2022,08,세르비아,유학D2,15
2022,08,세인트크리스토퍼네비스,유학D2,1
2022,08,소말리아,한국어연수D41,3
2022,08,소말리아,유학D2,10
2022,08,솔로몬군도,한국어연수D41,1
2022,08,수단,한국어연수D41,6
2022,08,수단,유학D2,45
2022,08,스리랑카,한국어연수D41,123
2022,08,스리랑카,유학D2,316
2022,08,스웨덴,한국어연수D41,63
2022,08,스웨덴,유학D2,290
2022,08,스위스,한국어연수D41,42
2022,08,스위스,유학D2,188
2022,08,스페인,한국어연수D41,80
2022,08,스페인,유학D2,594
2022,08,슬로바크,한국어연수D41,6
2022,08,슬로바크,유학D2,45
2022,08,슬로베니아,한국어연수D41,3
2022,08,슬로베니아,유학D2,18
2022,08,시리아,유학D2,14
2022,08,시에라리온,한국어연수D41,1
2022,08,시에라리온,유학D2,7
2022,08,싱가포르,한국어연수D41,50
2022,08,싱가포르,유학D2,286
2022,08,아랍에미리트연합,한국어연수D41,1
2022,08,아랍에미리트연합,유학D2,55
2022,08,아르메니아,한국어연수D41,10
2022,08,아르메니아,유학D2,13
2022,08,아르헨티나,한국어연수D41,7
2022,08,아르헨티나,유학D2,26
2022,08,아이슬란드,한국어연수D41,2
2022,08,아이슬란드,유학D2,10
2022,08,아이티,한국어연수D41,1
2022,08,아이티,유학D2,2
2022,08,아일랜드,한국어연수D41,10
2022,08,아일랜드,유학D2,66
2022,08,아제르바이잔,한국어연수D41,21
2022,08,아제르바이잔,유학D2,137
2022,08,아프가니스탄,한국어연수D41,13
2022,08,아프가니스탄,유학D2,59
2022,08,안도라,유학D2,1
2022,08,알바니아,한국어연수D41,6
2022,08,알바니아,유학D2,5
2022,08,알제리,한국어연수D41,20
2022,08,알제리,유학D2,42
2022,08,앙골라,한국어연수D41,8
2022,08,앙골라,유학D2,13
2022,08,에리트레아,유학D2,1
2022,08,에스와티니,한국어연수D41,1
2022,08,에스와티니,유학D2,5
2022,08,에스토니아,한국어연수D41,4
2022,08,에스토니아,유학D2,22
2022,08,에콰도르,한국어연수D41,22
2022,08,에콰도르,유학D2,94
2022,08,에티오피아,한국어연수D41,25
2022,08,에티오피아,유학D2,288
2022,08,엘살바도르,한국어연수D41,10
2022,08,엘살바도르,유학D2,28
2022,08,영국,한국어연수D41,49
2022,08,영국,유학D2,430
2022,08,영국외지민,한국어연수D41,10
2022,08,영국외지민,유학D2,9
2022,08,예멘공화국,한국어연수D41,6
2022,08,예멘공화국,유학D2,25
2022,08,오만,한국어연수D41,3
2022,08,오만,유학D2,8
2022,08,오스트레일리아,한국어연수D41,31
2022,08,오스트레일리아,유학D2,148
2022,08,오스트리아,한국어연수D41,3
2022,08,오스트리아,유학D2,135
2022,08,온두라스,한국어연수D41,5
2022,08,온두라스,유학D2,8
2022,08,요르단,한국어연수D41,8
2022,08,요르단,유학D2,41
2022,08,우간다,한국어연수D41,30
2022,08,우간다,유학D2,174
2022,08,우루과이,한국어연수D41,5
2022,08,우루과이,유학D2,7
2022,08,우즈베키스탄,한국어연수D41,1735
2022,08,우즈베키스탄,유학D2,8695
2022,08,우크라이나,한국어연수D41,49
2022,08,우크라이나,유학D2,125
2022,08,이라크,한국어연수D41,4
2022,08,이라크,유학D2,37
2022,08,이란,한국어연수D41,88
2022,08,이란,유학D2,313
2022,08,이스라엘,한국어연수D41,22
2022,08,이스라엘,유학D2,28
2022,08,이집트,한국어연수D41,39
2022,08,이집트,유학D2,122
2022,08,이탈리아,한국어연수D41,103
2022,08,이탈리아,유학D2,382
2022,08,인도,한국어연수D41,224
2022,08,인도,유학D2,1593
2022,08,인도네시아,한국어연수D41,308
2022,08,인도네시아,유학D2,2381
2022,08,일본,한국어연수D41,2582
2022,08,일본,유학D2,3363
2022,08,자메이카,한국어연수D41,2
2022,08,자메이카,유학D2,9
2022,08,잠비아,한국어연수D41,4
2022,08,잠비아,유학D2,31
2022,08,적도기니,한국어연수D41,2
2022,08,적도기니,유학D2,3
2022,08,조지아,한국어연수D41,5
2022,08,조지아,유학D2,35
2022,08,중국,한국어연수D41,4729
2022,08,중국,유학D2,53174
2022,08,중앙아프리카공화국,한국어연수D41,5
2022,08,지부티,유학D2,1
2022,08,짐바브웨,한국어연수D41,3
2022,08,짐바브웨,유학D2,33
2022,08,차드,유학D2,5
2022,08,체코,한국어연수D41,13
2022,08,체코,유학D2,119
2022,08,칠레,한국어연수D41,68
2022,08,칠레,유학D2,64
2022,08,카메룬,한국어연수D41,12
2022,08,카메룬,유학D2,249
2022,08,카자흐스탄,외국어연수D47,1
2022,08,카자흐스탄,한국어연수D41,229
2022,08,카자흐스탄,유학D2,930
2022,08,카타르,한국어연수D41,1
2022,08,카타르,유학D2,6
2022,08,캄보디아,한국어연수D41,104
2022,08,캄보디아,유학D2,420
2022,08,캐나다,한국어연수D41,40
2022,08,캐나다,유학D2,286
2022,08,케냐,한국어연수D41,22
2022,08,케냐,유학D2,162
2022,08,코소보,유학D2,1
2022,08,코스타리카,한국어연수D41,12
2022,08,코스타리카,유학D2,26
2022,08,코트디부아르,한국어연수D41,4
2022,08,코트디부아르,유학D2,31
2022,08,콜롬비아,한국어연수D41,50
2022,08,콜롬비아,유학D2,141
2022,08,콩고,유학D2,1
2022,08,콩고민주공화국,한국어연수D41,8
2022,08,콩고민주공화국,유학D2,72
2022,08,쿠바,한국어연수D41,1
2022,08,쿠바,유학D2,2
2022,08,쿠웨이트,한국어연수D41,1
2022,08,쿠웨이트,유학D2,1
2022,08,크로아티아,한국어연수D41,3
2022,08,크로아티아,유학D2,15
2022,08,키르기즈,한국어연수D41,155
2022,08,키르기즈,유학D2,418
2022,08,키프로스,한국어연수D41,1
2022,08,태국,한국어연수D41,485
2022,08,태국,유학D2,671
2022,08,타이완,한국어연수D41,497
2022,08,타이완,유학D2,1092
2022,08,타지키스탄,한국어연수D41,56
2022,08,타지키스탄,유학D2,135
2022,08,탄자니아,한국어연수D41,18
2022,08,탄자니아,유학D2,189
2022,08,토고,한국어연수D41,1
2022,08,토고,유학D2,7
2022,08,투르크메니스탄,한국어연수D41,24
2022,08,투르크메니스탄,유학D2,41
2022,08,튀니지,한국어연수D41,14
2022,08,튀니지,유학D2,47
2022,08,튀르키예,한국어연수D41,156
2022,08,튀르키예,유학D2,437
2022,08,트리니다드토바고,한국어연수D41,4
2022,08,트리니다드토바고,유학D2,11
2022,08,티모르민주공화국,한국어연수D41,6
2022,08,티모르민주공화국,유학D2,29
2022,08,파나마,한국어연수D41,13
2022,08,파나마,유학D2,19
2022,08,파라과이,한국어연수D41,7
2022,08,파라과이,유학D2,30
2022,08,파키스탄,한국어연수D41,43
2022,08,파키스탄,유학D2,1522
2022,08,파푸아뉴기니,유학D2,4
2022,08,팔레스타인,한국어연수D41,6
2022,08,팔레스타인,유학D2,8
2022,08,페루,한국어연수D41,34
2022,08,페루,유학D2,105
2022,08,포르투갈,한국어연수D41,8
2022,08,포르투갈,유학D2,71
2022,08,폴란드,한국어연수D41,42
2022,08,폴란드,유학D2,206
2022,08,프랑스,한국어연수D41,306
2022,08,프랑스,유학D2,2848
2022,08,피지,한국어연수D41,2
2022,08,피지,유학D2,11
2022,08,핀란드,한국어연수D41,11
2022,08,핀란드,유학D2,237
2022,08,필리핀,한국어연수D41,133
2022,08,필리핀,유학D2,591
2022,08,한국계중국인,한국어연수D41,3
2022,08,한국계중국인,유학D2,638
2022,08,헝가리,한국어연수D41,8
2022,08,헝가리,유학D2,83
2022,08,홍콩,한국어연수D41,279
2022,08,홍콩,유학D2,569
2022,09,가나,한국어연수D41,21
2022,09,가나,유학D2,287
2022,09,가봉,한국어연수D41,10
2022,09,가봉,유학D2,31
2022,09,가이아나,한국어연수D41,1
2022,09,가이아나,유학D2,2
2022,09,감비아,한국어연수D41,2
2022,09,감비아,유학D2,10
2022,09,과테말라,한국어연수D41,7
2022,09,과테말라,유학D2,21
2022,09,그리스,한국어연수D41,1
2022,09,그리스,유학D2,26
2022,09,기니,한국어연수D41,6
2022,09,기니,유학D2,13
2022,09,나우루,유학D2,1
2022,09,나이지리아,한국어연수D41,30
2022,09,나이지리아,유학D2,361
2022,09,남수단공화국,유학D2,16
2022,09,남아프리카공화국,한국어연수D41,7
2022,09,남아프리카공화국,유학D2,25
2022,09,네덜란드,한국어연수D41,35
2022,09,네덜란드,유학D2,611
2022,09,네팔,외국어연수D47,1
2022,09,네팔,한국어연수D41,171
2022,09,네팔,유학D2,2628
2022,09,노르웨이,한국어연수D41,35
